CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,sequencing_platform454Roche,sequencing_platformIllumina,sample_typerhizosphere_soil,sample_typesoil,sample_typetopsoil,primersAML1_AML2_then_AMV4_5NF_AMDGR,primersAML1_AML2_then_NS31_AM1,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,primersAMV4_5F_AMDGR,primersAMV4_5NF_AMDGR,primersGeoA2_AML2_then_NS31_AMDGR,primersGeoA2_NS4_then_NS31_AML2,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,primersNS1_NS4_then_AML1_AML2,primersNS1_NS4_then_AMV4_5NF_AMDGR,primersNS1_NS4_then_NS31_AM1,primersNS1_NS41_then_AML1_AML2,primersNS31_AM1,primersNS31_AML2,primersWANDA_AML2,rarefied,Pixel_Lat,Pixel_Long,Resolve_Biome,sample_id
2037.99999989016,241.499721142609,749.048278768115,275.499999984953,47.886646268033,0,0,0,0,0,0,0,0,1687.99999990972,1322.99999992928,823.999999956364,-0.70710730595259,-0.707106233117442,0,0,0,0,0,0,0,3325.80004864894,22.9999999984953,199.999999988715,36.999999997743,41.999999997743,68.9999999962383,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.98600006103516,21.3791675552791,-158.154159537454,6.99999999924766,S4237
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.9979991912842,20.7958335876465,-156.037506103516,1,S1350
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.496000289917,20.7958335876465,-156.037506103516,1,S3236
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.9990005493164,20.7958335876465,-156.037506103516,1,S3359
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.996000289917,20.7958335876465,-156.037506103516,1,S3711
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.9980001449585,20.7958335876465,-156.037506103516,1,S3972
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9689998626709,20.7958335876465,-156.037506103516,1,S4595
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.99499988555908,20.7958335876465,-156.037506103516,1,S4664
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.85700011253357,20.7958335876465,-156.037506103516,1,S7687
1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,0,24,76,0,0,0,0,270,1755,3805,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4,0,1.21187746524811,121.70809173584,0,16072.947265625,1,200,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20.7958335876465,-156.037506103516,1,S7385
